age,educational-num,capital-gain,capital-loss,hours-per-week,workclass
21,10,0,0,35,Private
36,9,0,0,40,Private
38,7,0,0,40,Private
38,11,0,0,45,Private
38,15,0,0,32,Self-emp-not-inc
24,13,0,0,40,Private
52,12,0,0,55,Private
52,10,0,0,30,Private
32,9,0,0,50,Private
34,10,0,0,20,Private
18,7,594,0,30,Private
45,10,0,0,40,Self-emp-not-inc
24,13,0,0,40,Private
43,10,0,0,40,Private
49,10,0,0,35,Private
68,13,0,0,70,Self-emp-inc
18,9,0,0,40,State-gov
27,13,0,0,40,State-gov
18,6,0,1719,16,Private
33,10,0,0,40,Private
48,13,0,0,40,Private
34,12,0,0,50,Private
41,9,0,0,45,Private
74,9,0,0,10,Private
40,9,0,1669,40,Private
53,15,0,0,60,Federal-gov
47,11,0,0,52,Private
30,9,0,0,37,Private
38,9,3325,0,40,Private
44,10,0,0,44,Private
48,10,0,0,40,Private
20,9,0,0,40,Private
47,10,0,0,25,Federal-gov
34,9,0,0,60,Private
43,10,0,0,40,Private
25,9,0,0,40,Self-emp-not-inc
51,11,0,0,40,State-gov
50,10,0,0,39,State-gov
42,13,0,0,40,Private
17,6,0,0,18,Private
46,14,0,0,40,Local-gov
51,9,0,0,48,Private
18,7,0,0,12,Private
33,13,0,0,40,Self-emp-not-inc
27,4,0,0,40,Private
36,14,0,0,50,Local-gov
31,9,0,0,40,Private
20,10,0,0,40,Private
45,9,0,0,40,Self-emp-inc
22,9,0,0,50,Private
40,13,0,0,40,Local-gov
25,13,0,0,20,State-gov
40,10,0,0,38,Self-emp-not-inc
48,13,0,1902,37,Private
30,9,0,0,20,Private
61,13,0,0,40,Private
49,4,0,0,50,Self-emp-not-inc
22,10,0,0,40,Private
19,9,0,0,32,Private
26,13,0,0,50,Private
27,10,0,0,50,State-gov
41,14,0,0,40,Self-emp-inc
33,16,0,0,40,Federal-gov
56,10,0,0,32,Private
43,13,0,1902,40,Private
29,9,0,0,35,Private
44,7,0,0,60,Self-emp-inc
37,10,0,0,40,State-gov
24,10,0,2339,43,Private
38,9,0,0,40,Private
35,14,0,0,45,Local-gov
39,13,0,0,50,Private
47,9,3103,0,60,Self-emp-not-inc
51,9,3103,0,52,State-gov
38,9,0,0,56,Federal-gov
44,10,0,0,38,Private
24,9,0,0,40,Private
41,9,0,0,40,Private
51,11,0,0,45,Private
60,9,0,0,60,Self-emp-not-inc
40,13,0,0,50,Private
27,10,0,0,55,Private
36,9,0,0,48,Private
44,9,0,0,40,Private
33,10,0,0,40,State-gov
53,4,0,0,40,Self-emp-not-inc
43,9,0,1902,40,Private
44,12,0,0,40,Private
35,10,0,0,55,Private
52,10,0,0,40,Federal-gov
51,12,0,0,50,Self-emp-not-inc
41,5,0,0,84,Private
42,9,0,0,40,Private
54,14,7298,0,35,Federal-gov
31,6,0,0,48,Self-emp-not-inc
30,8,0,0,40,Private
21,10,0,0,30,Private
29,10,0,0,40,Private
37,9,0,0,35,Local-gov
19,10,0,0,12,Private
33,7,0,0,40,Self-emp-not-inc
72,13,0,0,40,Self-emp-not-inc
21,9,0,0,20,Private
23,10,0,0,25,Private
45,10,0,0,50,Private
37,9,0,0,40,Federal-gov
37,13,0,0,50,Self-emp-inc
36,10,7298,0,32,Private
31,10,0,0,40,Private
63,11,0,0,24,Private
24,13,0,0,28,Private
29,13,0,0,50,Private
53,10,0,0,50,Private
40,9,0,0,85,Self-emp-not-inc
40,14,0,0,60,Private
64,10,0,0,40,Private
33,9,0,0,40,Private
20,9,0,0,40,Private
47,10,0,0,48,Private
32,8,0,0,60,Private
25,9,0,0,48,Private
26,8,0,0,40,Federal-gov
25,13,0,0,40,Local-gov
40,13,0,0,40,Self-emp-not-inc
30,10,0,0,40,Private
46,14,0,0,50,Local-gov
35,9,0,0,45,Private
30,9,0,0,75,Self-emp-not-inc
58,7,0,0,40,Private
17,6,0,0,8,Private
42,13,0,0,60,Private
31,9,0,0,50,Private
46,13,0,0,40,Private
32,13,0,0,50,Private
62,13,0,0,35,Self-emp-not-inc
78,4,0,0,20,Self-emp-not-inc
22,9,0,0,40,Private
31,9,0,0,60,Private
32,14,0,0,35,Private
38,9,0,2339,47,Private
77,6,3818,0,30,Private
62,4,0,0,40,Self-emp-not-inc
33,13,0,0,50,Local-gov
40,11,0,0,35,Local-gov
65,13,0,0,40,Private
31,13,0,0,40,Private
32,14,0,0,20,Private
45,7,0,0,40,Private
70,14,9386,0,4,Private
38,16,0,0,50,Self-emp-inc
37,9,0,0,50,Private
30,11,0,0,40,Private
34,14,0,0,40,Private
19,10,14084,0,20,Private
54,9,0,0,20,Self-emp-not-inc
32,10,5178,0,50,Private
32,9,0,0,40,Self-emp-inc
24,9,0,0,50,Private
35,9,0,0,40,Private
28,9,0,0,35,Private
28,9,0,0,60,Private
41,10,0,0,50,Private
38,9,0,0,40,Private
21,10,0,0,40,Private
31,9,0,0,45,Local-gov
22,13,0,0,6,Private
28,10,0,0,40,State-gov
52,13,0,0,40,Private
23,13,0,0,40,Private
37,12,0,0,99,Local-gov
23,5,0,0,55,Private
21,9,0,0,24,Private
57,9,0,0,40,Private
35,15,0,1902,60,Private
50,13,0,0,50,Private
37,10,0,0,35,Private
24,9,0,0,40,Self-emp-not-inc
58,13,0,0,40,Local-gov
50,6,0,0,50,Private
58,10,0,0,50,Self-emp-not-inc
60,14,0,0,8,State-gov
61,9,0,0,40,Private
37,9,0,0,40,Private
27,9,0,0,60,Self-emp-not-inc
37,9,0,0,42,Private
36,13,0,1887,40,Private
31,4,0,0,35,Private
23,10,0,0,30,Private
44,9,0,0,40,State-gov
21,10,0,0,25,Private
57,11,2202,0,44,Private
24,6,0,0,50,Private
26,13,0,0,40,Private
66,9,0,0,40,Private
60,10,0,0,40,Local-gov
52,10,0,0,40,Self-emp-not-inc
21,9,0,0,30,Private
32,13,7688,0,60,Self-emp-inc
48,9,0,0,55,Private
63,10,0,0,37,Private
42,14,0,0,23,Private
17,9,0,0,5,Private
30,9,0,0,35,Private
33,10,0,0,40,Private
55,12,0,0,52,Private
39,13,0,0,35,Self-emp-not-inc
33,13,0,0,40,Private
34,9,0,0,40,Self-emp-not-inc
59,14,0,0,8,State-gov
32,10,0,0,40,Self-emp-not-inc
62,9,0,0,20,Private
21,9,0,0,40,Self-emp-inc
57,13,0,1902,40,State-gov
19,10,2176,0,35,Private
38,12,0,0,40,Local-gov
38,13,0,0,20,State-gov
20,9,0,0,40,Private
24,13,0,0,40,Private
39,14,0,0,30,Local-gov
24,9,0,0,40,Private
28,13,0,0,37,State-gov
51,7,5455,0,40,Private
27,9,3418,0,32,Private
38,13,0,0,40,Self-emp-inc
24,9,0,0,40,Private
42,9,0,0,60,Private
53,10,7298,0,40,Private
35,9,0,0,40,Private
37,12,0,0,40,Private
45,12,0,0,40,Private
27,7,0,0,35,Private
34,9,0,0,40,Private
24,9,0,0,35,Private
69,10,0,0,40,Private
47,9,0,0,40,Private
19,10,0,0,30,Private
30,10,0,0,45,State-gov
71,11,11678,0,38,Private
53,9,0,0,40,Private
22,9,0,0,40,Private
47,10,0,0,40,Private
28,13,0,1887,50,Private
25,10,0,0,40,Self-emp-not-inc
38,11,7298,0,45,Private
33,9,0,0,40,Private
41,7,0,0,50,Private
19,8,0,0,40,Private
41,4,0,0,30,Self-emp-not-inc
20,9,0,0,20,Self-emp-inc
53,13,0,0,72,Private
67,9,0,0,21,Private
55,14,0,0,50,Self-emp-not-inc
39,9,0,0,40,Private
36,13,0,0,42,Private
37,14,0,0,65,State-gov
36,13,0,0,50,Private
32,13,0,0,60,Self-emp-inc
20,10,0,0,25,Private
31,2,0,0,35,Private
47,10,13550,0,45,Private
25,9,0,0,40,Private
24,9,0,0,40,Private
33,10,0,0,40,Private
45,10,6849,0,43,Private
28,6,0,0,40,Private
36,10,0,0,60,Private
55,9,0,0,45,Private
51,10,0,0,60,Self-emp-inc
22,9,0,0,42,Private
37,9,0,0,40,Private
23,10,0,0,20,Private
61,9,0,0,40,Private
46,13,0,0,40,State-gov
35,10,0,0,40,Federal-gov
24,7,0,0,36,Private
33,13,0,0,35,Self-emp-not-inc
60,9,0,0,30,Private
36,9,0,0,45,Private
48,10,3103,0,40,Self-emp-inc
43,9,0,0,45,Private
53,9,0,0,40,Local-gov
31,11,99999,0,40,Private
26,9,0,0,40,Private
63,9,0,0,40,Federal-gov
51,10,7298,0,40,Private
41,9,0,0,40,Private
71,10,0,1429,40,Private
39,13,0,0,70,Private
23,10,0,0,50,Private
35,9,0,0,40,Private
18,8,0,0,4,Private
44,10,0,0,40,Private
19,10,0,0,25,Private
28,9,0,0,40,Private
41,13,0,0,40,Private
52,9,0,0,40,Private
27,6,0,0,75,Private
29,13,0,0,35,Self-emp-inc
59,13,0,0,40,Private
47,9,0,0,60,Self-emp-not-inc
27,14,0,0,45,Private
31,9,3325,0,40,Private
42,10,7688,0,45,Federal-gov
37,7,0,0,40,Private
38,9,0,0,40,Private
24,9,0,0,25,Private
29,14,0,0,40,State-gov
47,9,0,0,35,Self-emp-not-inc
26,9,0,0,40,Private
43,10,0,0,45,Private
31,9,0,0,40,Private
37,9,0,0,40,Private
41,3,0,0,30,Private
20,10,0,0,25,Private
32,11,0,0,35,Private
38,9,0,0,45,Private
39,9,0,0,38,Private
27,9,0,0,43,Private
35,13,0,0,40,Private
40,13,0,0,50,Private
28,10,0,0,60,Private
25,9,0,2001,40,Private
29,9,0,0,40,Self-emp-not-inc
50,11,0,0,40,Private
42,9,0,0,55,Private
47,7,0,0,40,Private
44,9,0,0,40,Private
27,13,3325,0,25,Local-gov
40,9,0,0,40,Private
25,9,0,0,30,Private
48,10,0,1485,50,Self-emp-not-inc
22,11,0,0,50,Private
40,10,0,0,40,Private
46,9,0,0,2,Private
25,10,0,0,40,Private
17,7,0,0,25,Private
61,9,0,0,40,State-gov
23,13,0,0,20,Private
30,9,0,0,45,Private
46,13,0,0,44,Private
37,4,0,0,50,Private
31,13,0,0,48,Private
27,10,0,0,40,State-gov
36,9,0,0,30,Private
45,9,0,0,45,Private
22,9,0,0,40,Private
34,9,0,0,45,Private
70,6,0,0,40,Private
45,13,7688,0,50,Federal-gov
23,6,0,0,10,Private
22,10,0,0,35,Private
47,10,0,0,40,Private
29,3,0,0,35,Private
33,10,0,0,40,Private
23,9,0,0,35,Private
19,9,0,0,40,Private
58,9,0,0,40,Private
55,13,0,0,20,Private
23,10,0,0,20,Private
53,9,0,0,45,Private
24,8,0,0,30,Private
43,11,0,1902,42,Private
20,10,0,0,20,Private
22,12,0,0,37,Private
48,10,0,0,40,Private
45,7,0,0,35,Private
33,9,0,0,40,Private
32,9,0,0,40,Private
44,14,10520,0,60,Local-gov
42,13,0,0,40,Private
35,9,0,0,60,Private
62,16,0,0,40,Self-emp-not-inc
46,14,0,0,65,Local-gov
44,12,0,0,60,Private
28,10,0,0,40,Private
38,12,0,0,20,Self-emp-not-inc
59,6,0,0,40,Self-emp-not-inc
37,10,0,1980,55,Private
59,11,0,0,45,Private
55,10,0,1504,40,Private
40,9,14344,0,40,Private
22,10,0,0,32,State-gov
35,13,0,0,50,Private
42,11,0,0,40,Private
45,14,0,0,70,State-gov
48,6,0,0,40,Private
21,10,0,0,18,Private
31,13,0,0,45,Private
65,13,0,0,35,Self-emp-not-inc
46,9,0,0,45,Self-emp-not-inc
18,7,0,0,20,Private
65,14,7978,0,40,Self-emp-not-inc
18,10,0,0,40,Private
35,10,0,0,44,Private
53,15,15024,0,45,Self-emp-inc
34,10,0,0,40,Private
33,6,0,0,40,Federal-gov
28,11,0,0,40,Private
43,9,0,0,40,Private
52,11,0,0,13,Private
49,9,0,0,70,Self-emp-not-inc
21,10,0,0,38,State-gov
61,9,0,0,50,Private
54,5,0,0,24,Private
45,4,0,0,10,Private
24,13,0,0,40,Private
26,9,0,0,40,Private
40,11,0,0,50,Private
48,13,0,0,65,Private
40,10,0,1887,40,Federal-gov
34,13,0,0,60,Private
29,14,0,0,40,Private
25,7,0,0,40,Private
65,9,0,0,15,Private
58,9,0,0,40,Self-emp-not-inc
47,16,0,0,29,Private
56,13,0,1902,48,State-gov
26,9,0,0,40,Self-emp-not-inc
45,14,0,1977,60,Private
37,9,0,0,40,Self-emp-not-inc
56,9,0,0,40,Private
19,9,0,0,10,Without-pay
37,11,0,0,40,Private
19,10,0,0,20,Private
24,14,0,0,25,Private
36,10,0,0,30,Private
26,13,0,0,50,Local-gov
57,10,0,0,84,Private
49,9,0,0,50,Private
40,10,0,0,45,Private
59,9,0,0,40,Private
36,9,0,0,40,Private
31,12,0,0,40,Self-emp-inc
42,4,0,0,40,Private
29,5,0,0,24,Private
35,14,99999,0,50,Private
18,9,0,0,15,Private
27,5,0,0,30,Self-emp-not-inc
55,9,0,0,45,Private
52,9,0,0,20,Private
51,9,0,0,38,State-gov
41,14,0,0,40,Federal-gov
34,3,0,0,40,Private
25,13,0,0,40,Local-gov
28,10,0,0,40,Private
80,3,0,0,32,Private
27,3,0,0,52,Private
28,9,0,0,40,Private
43,11,3103,0,32,Private
18,10,0,0,26,Private
46,12,7298,0,40,Private
42,13,0,0,45,Private
50,9,0,0,30,Self-emp-inc
30,10,0,0,14,Private
55,4,0,0,40,Private
58,6,0,0,50,Private
41,10,0,1617,35,Private
25,9,0,1741,40,Private
59,10,0,0,56,Private
36,14,0,0,40,State-gov
25,12,0,0,45,Private
19,7,0,0,20,Private
34,9,2174,0,40,Private
51,12,0,0,55,Private
31,7,0,0,36,Private
21,10,0,0,40,Private
51,9,0,0,35,Private
39,12,0,0,40,Federal-gov
34,9,0,2051,40,Private
38,9,0,0,43,Private
21,9,0,0,30,Private
22,11,0,0,40,Private
29,9,0,0,40,State-gov
25,9,0,0,40,Private
53,9,0,0,40,State-gov
68,9,0,0,5,Private
21,10,0,0,20,Private
34,6,0,0,30,Local-gov
53,11,0,0,40,Private
32,10,0,1980,80,Self-emp-not-inc
33,9,0,0,8,Local-gov
34,13,0,1902,32,Self-emp-not-inc
61,9,0,0,40,Private
46,9,0,0,40,Private
26,13,0,0,42,Private
37,9,0,0,40,Self-emp-not-inc
41,13,0,0,40,Private
59,13,0,0,35,Local-gov
28,10,0,0,50,Private
39,9,0,0,99,Private
25,10,4101,0,40,Private
45,10,0,0,40,Private
30,9,0,0,40,Private
61,10,0,0,40,Private
52,6,0,0,40,Private
54,4,0,0,40,Private
45,4,0,0,44,Private
48,13,0,0,30,Private
36,15,15024,0,75,Self-emp-not-inc
49,10,0,0,43,Private
31,9,0,0,25,Private
65,9,0,0,35,Local-gov
56,9,0,0,40,Private
38,13,0,0,40,Local-gov
70,6,0,0,40,Private
37,13,0,0,40,Private
43,15,0,0,60,Federal-gov
28,12,0,0,40,Private
42,10,0,0,15,Private
30,10,0,0,6,Private
77,4,0,0,40,Private
33,9,0,0,20,Private
17,6,0,0,25,Private
59,13,0,0,44,Private
44,13,5013,0,45,Private
33,13,0,323,40,Private
17,7,0,0,20,Private
22,10,0,0,25,Private
42,10,0,1887,40,Federal-gov
26,9,0,0,40,Private
47,14,0,0,40,Local-gov
28,9,3137,0,45,Private
33,8,0,0,35,Private
52,9,0,0,19,Private
44,8,0,0,40,Private
25,9,0,0,70,Private
33,10,0,0,98,Self-emp-not-inc
23,12,0,0,52,Private
29,9,0,0,30,Private
21,10,0,0,40,Private
31,9,0,0,37,State-gov
42,12,0,0,55,Private
39,12,0,0,42,Private
54,11,0,0,40,Self-emp-inc
17,5,0,0,40,Private
63,13,0,0,20,Private
46,9,0,0,40,Private
62,14,8614,0,45,Local-gov
54,9,0,0,50,Private
22,9,0,2205,45,Self-emp-inc
61,4,0,0,50,Private
73,9,0,0,20,Private
52,9,0,0,40,Private
24,9,0,0,60,Private
35,9,0,0,40,Private
41,10,0,0,20,Private
31,13,0,0,55,Private
53,10,0,0,40,State-gov
25,9,0,0,60,Private
19,10,0,0,10,Private
36,13,0,0,45,Private
42,9,0,0,40,Private
45,16,0,0,50,Private
33,7,0,0,45,Private
26,10,3137,0,50,Private
33,8,0,0,40,Private
33,7,0,0,40,Private
36,10,0,0,40,Private
21,10,0,0,40,Private
17,7,0,1602,15,Private
45,11,0,0,35,Private
45,10,0,0,40,State-gov
41,14,0,0,60,Federal-gov
24,13,0,0,40,Private
57,9,0,0,40,Private
48,9,0,0,30,Private
31,9,0,0,50,Self-emp-not-inc
33,10,7298,0,55,Self-emp-inc
41,13,7688,0,45,Private
41,3,0,0,40,Private
63,9,0,1573,25,Private
39,9,0,0,18,Private
28,10,0,0,45,Private
18,8,0,0,20,Private
22,10,0,0,40,Private
42,9,0,0,55,Private
47,9,0,0,50,Private
33,9,0,0,43,Local-gov
34,9,0,0,35,Private
18,9,0,0,10,Private
66,4,0,0,40,Private
39,11,7688,0,55,Private
35,6,0,0,40,Private
56,9,0,0,35,State-gov
46,14,0,1977,42,Local-gov
21,10,0,0,40,Self-emp-inc
58,9,0,0,84,Self-emp-not-inc
66,10,0,0,20,Local-gov
25,13,0,0,30,Private
57,11,0,0,47,Private
28,10,0,0,40,Private
38,11,0,0,50,Private
57,9,0,0,55,Self-emp-not-inc
24,2,0,0,40,Private
36,9,0,0,40,Private
42,10,0,0,40,Private
32,14,0,0,40,State-gov
35,9,0,0,50,Self-emp-inc
40,10,0,0,40,Private
26,8,0,0,40,Private
41,9,0,0,55,Private
50,9,0,0,40,Private
20,10,0,0,10,Private
36,13,15024,0,65,Private
25,10,0,0,45,Private
62,10,0,0,43,Private
22,9,0,0,35,Private
52,12,13550,0,40,Federal-gov
48,14,0,2415,60,Private
70,9,0,3175,15,Private
41,13,0,0,40,Private
21,10,7298,0,60,Private
39,10,0,0,55,Private
29,11,0,0,60,Private
28,9,0,0,35,Private
31,9,0,0,40,Private
23,4,0,0,20,Private
54,10,0,0,40,State-gov
73,9,0,1668,77,Self-emp-not-inc
29,13,0,0,35,State-gov
22,10,0,0,10,Private
57,14,0,0,40,Local-gov
41,9,0,0,32,Self-emp-not-inc
39,2,0,0,70,Private
25,10,0,2472,40,State-gov
74,4,0,0,20,Without-pay
45,9,0,0,40,Private
18,9,0,0,40,Private
24,13,0,0,40,Private
45,5,0,0,20,Private
32,9,0,0,40,Private
53,10,0,0,48,Local-gov
50,7,0,0,40,Private
35,9,0,0,40,Private
24,13,0,0,45,Private
32,9,0,0,40,Private
21,6,0,0,25,Private
42,14,0,0,50,Private
37,10,0,0,44,Local-gov
53,11,99999,0,75,Self-emp-inc
34,6,0,0,30,Private
29,9,0,0,40,Private
55,14,0,0,62,Private
29,10,2202,0,45,Private
70,10,0,0,16,Private
26,9,0,0,40,Local-gov
51,9,0,0,40,Private
58,9,0,0,50,Private
27,13,0,0,55,Private
17,8,0,0,18,Private
29,13,0,0,52,Private
26,13,0,0,20,Private
31,9,0,0,45,Private
22,6,0,0,30,Private
28,9,0,0,40,Local-gov
28,10,0,0,45,Local-gov
20,10,0,0,24,Private
58,9,0,0,40,Private
23,9,0,0,96,Private
34,13,0,0,40,Private
32,9,0,0,40,Private
19,5,0,0,45,Private
35,7,0,0,32,Local-gov
21,9,0,0,40,Private
49,4,0,0,40,Private
37,13,0,0,60,Private
36,9,0,1669,40,Private
44,11,0,0,40,Private
39,14,0,0,40,Local-gov
36,13,3908,0,40,Self-emp-not-inc
53,13,3325,0,40,Private
24,9,0,0,37,Private
40,10,0,0,50,Private
47,9,0,0,50,Private
18,7,0,0,8,Private
32,9,0,0,38,Private
21,9,0,0,40,Private
27,8,0,0,40,Private
29,9,0,0,40,Self-emp-not-inc
34,10,0,0,45,Private
45,14,0,0,50,State-gov
43,13,0,0,45,Private
63,10,0,0,48,Federal-gov
26,9,0,0,50,Self-emp-inc
42,9,0,0,40,State-gov
21,10,0,0,20,Private
36,13,15024,0,50,Private
44,10,0,0,40,Private
18,9,0,0,30,Private
69,6,0,0,16,Private
40,12,0,0,70,Private
37,9,0,0,18,Private
39,9,0,0,60,Private
57,13,0,0,50,Private
28,9,0,0,40,Private
23,9,0,0,20,Private
20,9,0,0,30,Private
46,9,0,0,40,Private
44,14,0,0,16,State-gov
31,9,0,0,50,Private
24,13,0,0,40,Private
54,13,0,0,35,Private
28,11,0,0,50,Private
30,13,0,0,45,State-gov
42,9,0,0,40,Private
17,8,0,0,15,Private
32,13,0,0,72,Private
25,13,0,0,40,Private
49,15,99999,0,50,Self-emp-inc
35,9,0,0,45,Private
32,13,10520,0,40,Private
17,7,0,0,25,Local-gov
61,14,0,0,40,Federal-gov
56,9,0,0,40,Private
50,9,0,0,51,Private
32,11,0,0,42,Private
41,10,0,0,40,Private
41,14,0,0,65,Private
19,6,0,0,20,Private
18,9,0,0,20,Private
25,13,0,0,40,Private
21,9,0,0,35,Private
34,13,0,0,40,Private
31,5,0,0,65,Private
36,9,0,0,60,Private
19,10,0,0,30,Private
35,12,0,0,45,Private
39,9,0,0,40,Private
30,11,0,0,34,Private
59,13,0,0,50,Private
28,10,0,0,30,Private
47,16,0,0,23,Private
27,13,0,0,40,Private
56,9,0,0,52,Private
18,9,0,0,20,Private
56,9,15024,0,24,Private
40,13,0,0,65,Self-emp-inc
39,10,0,0,40,Self-emp-inc
24,9,0,0,40,Private
23,9,0,0,40,Private
36,9,0,0,60,Self-emp-not-inc
55,10,0,0,40,Private
23,10,0,0,40,Private
39,13,0,0,50,Self-emp-inc
32,9,0,0,40,Private
32,9,0,0,40,Private
17,7,0,0,32,Private
29,13,0,2057,35,Private
54,9,0,0,40,Private
37,12,0,1504,40,Private
48,14,0,0,20,Private
17,6,0,0,25,Private
41,9,0,0,40,Private
43,12,0,0,60,Self-emp-not-inc
29,9,0,0,40,Private
43,13,0,0,70,Private
46,9,0,0,42,Federal-gov
42,9,0,0,40,Private
36,13,0,1902,40,Private
31,9,0,0,75,Self-emp-not-inc
60,7,0,1902,70,Private
50,11,0,0,40,Private
30,10,0,0,40,Private
22,9,0,0,50,Private
57,13,0,1579,37,State-gov
43,13,0,0,38,Private
58,10,0,0,70,Private
26,13,0,0,40,Local-gov
26,10,0,0,40,Private
38,10,0,0,50,Private
26,13,0,0,40,Private
59,9,0,0,50,Self-emp-inc
41,10,0,0,40,Private
21,10,0,0,4,Private
30,9,0,0,40,Private
36,10,0,0,80,Private
43,10,0,0,44,Private
68,4,0,0,30,Self-emp-not-inc
18,9,0,0,30,Private
23,13,0,0,30,Private
43,14,0,1902,40,Private
44,9,0,0,30,Private
43,10,0,0,55,Private
59,9,0,0,40,Self-emp-inc
35,4,0,0,25,Private
61,9,0,0,40,Private
52,10,0,0,60,State-gov
37,9,0,0,40,Private
57,10,0,0,90,Private
30,14,0,0,20,Private
38,11,0,0,50,Private
46,10,0,0,35,Private
22,9,0,0,40,Private
64,10,0,1741,40,Private
45,11,0,0,50,Private
31,10,0,1902,50,Local-gov
20,9,0,0,60,Private
29,10,0,0,35,Private
23,10,0,0,20,Private
62,13,0,0,40,Private
41,10,0,0,60,Self-emp-inc
42,13,0,0,40,Self-emp-inc
31,13,0,0,45,Private
25,13,0,0,50,Private
61,6,0,0,40,Private
27,13,0,0,40,Private
40,9,0,0,50,Private
49,9,0,0,40,Private
21,10,0,0,45,Private
22,13,0,0,20,State-gov
24,11,0,0,55,Private
37,11,0,0,4,Private
46,11,0,0,40,Local-gov
35,13,0,0,40,Private
41,12,7688,0,50,Private
23,10,0,0,40,Private
34,9,0,0,60,Self-emp-inc
39,10,0,0,40,Private
29,9,0,0,35,Private
24,9,0,0,40,Private
54,9,0,0,40,Private
28,10,0,0,40,Private
25,7,0,0,40,Self-emp-not-inc
50,10,0,0,40,Private
59,9,0,0,42,Private
58,13,0,0,47,Private
55,10,0,0,40,Private
58,10,7688,0,40,Private
46,13,0,0,42,Private
40,10,0,1902,50,Private
40,11,0,0,40,Self-emp-not-inc
57,9,0,0,40,Local-gov
46,9,0,1579,40,Private
36,9,0,1590,40,Private
29,10,0,0,40,Private
32,9,0,0,40,Private
24,9,0,0,35,Self-emp-not-inc
63,14,0,0,40,Private
23,10,0,0,15,Private
36,9,0,0,40,Private
31,13,0,0,50,Private
52,10,7688,0,72,Self-emp-not-inc
60,6,0,0,40,Local-gov
31,9,0,0,40,Private
35,9,0,0,40,Local-gov
24,13,2174,0,40,Federal-gov
38,10,0,0,40,Private
42,9,0,0,40,Private
24,9,0,0,20,Private
42,13,0,0,37,Local-gov
54,3,0,0,40,Private
19,9,0,0,40,Private
20,10,0,0,20,Private
21,11,0,0,40,Private
30,9,0,0,40,Private
34,9,2829,0,78,Self-emp-inc
22,10,0,0,35,Self-emp-not-inc
45,13,0,0,40,Self-emp-not-inc
32,10,0,0,40,Private
28,10,0,0,60,Private
31,13,0,0,40,Private
40,9,0,0,50,Private
30,10,0,0,50,Private
28,11,0,0,23,Private
21,10,0,0,44,Private
25,13,0,0,35,Local-gov
47,9,0,0,50,Private
50,13,0,0,50,Private
23,9,0,0,20,Private
54,9,0,0,70,Self-emp-not-inc
24,9,0,0,36,Local-gov
29,13,0,0,40,Private
36,11,3325,0,40,Private
46,11,0,0,40,Private
39,13,0,0,30,Self-emp-inc
46,10,0,0,45,Private
36,11,0,0,60,Local-gov
64,9,2174,0,37,Private
51,13,0,0,45,Private
57,11,0,0,40,Private
21,9,0,0,25,Private
53,9,0,0,45,Private
61,14,0,0,30,Self-emp-not-inc
50,9,0,0,40,Private
74,10,7262,0,30,Private
22,10,0,0,8,State-gov
25,9,0,0,40,Self-emp-not-inc
63,14,0,0,40,Self-emp-not-inc
38,10,0,0,40,Self-emp-inc
46,14,0,1977,50,Private
35,10,0,0,84,Self-emp-not-inc
54,13,0,0,40,Private
50,9,0,1848,48,Private
37,10,0,0,40,Federal-gov
37,9,0,0,40,Private
29,13,0,0,50,Private
56,9,3103,0,40,Private
52,9,0,0,66,Private
40,13,0,0,40,Private
29,14,0,1977,40,Private
46,9,0,0,40,Self-emp-not-inc
49,11,0,0,50,Private
37,10,0,0,45,Private
36,13,0,0,35,Private
32,10,0,0,40,Private
53,9,0,0,40,Private
18,7,0,0,8,Private
48,9,0,0,20,Private
26,9,0,0,40,Private
49,9,0,0,40,Private
41,9,0,0,40,Private
20,10,0,0,10,Local-gov
56,9,0,0,48,Private
29,12,0,0,40,Private
29,9,0,0,40,Private
55,9,4787,0,40,Private
26,13,0,0,45,Private
32,13,0,0,46,Private
33,9,0,0,55,Private
54,14,0,0,45,Local-gov
33,8,0,0,16,Private
44,10,0,0,57,Self-emp-not-inc
47,9,0,0,40,Federal-gov
90,15,1086,0,60,Self-emp-not-inc
26,3,0,0,14,Self-emp-not-inc
44,9,0,0,40,Private
33,12,0,0,60,Private
28,10,0,0,50,Private
26,10,0,0,18,Private
33,9,0,0,40,Private
39,5,0,0,40,Private
34,10,0,0,30,Self-emp-not-inc
70,10,6514,0,40,Private
18,10,0,0,30,Private
65,5,0,0,40,Local-gov
52,6,0,0,48,Private
48,14,0,0,50,Private
47,9,0,0,40,Private
21,10,0,0,30,Private
25,9,0,0,45,Private
59,9,0,0,36,Private
63,4,0,0,70,Self-emp-not-inc
34,9,0,0,50,Private
44,13,0,0,40,Private
45,13,0,0,60,Self-emp-not-inc
48,13,0,0,40,Self-emp-inc
61,9,0,0,40,Private
44,11,0,0,40,Self-emp-inc
42,10,0,0,40,Self-emp-not-inc
40,11,0,0,15,Private
22,14,0,0,21,Private
19,10,0,0,20,Private
25,9,0,0,40,Private
28,13,0,0,60,Self-emp-inc
33,9,0,0,40,Private
29,10,2174,0,40,Private
19,9,0,0,40,Private
48,10,0,0,60,Private
43,10,0,0,40,Private
42,13,0,0,40,Self-emp-not-inc
63,9,0,0,25,Private
25,13,0,0,50,Private
41,11,0,0,65,Self-emp-not-inc
66,9,0,0,15,Private
59,10,0,0,40,Private
29,14,0,0,35,Local-gov
44,9,0,0,40,Self-emp-not-inc
