age,educational-num,hours-per-week,workclass
49,11,40,Self-emp-not-inc
23,10,20,State-gov
40,9,40,Private
37,9,40,Federal-gov
20,10,35,Private
38,13,45,Private
58,7,40,Private
28,5,40,Private
30,14,35,Private
29,10,40,Private
52,13,50,Private
26,9,40,Private
39,9,24,Private
40,14,38,Private
51,9,40,Self-emp-not-inc
26,13,40,Private
64,7,40,Private
22,10,50,Private
40,9,40,Private
31,13,41,Private
35,10,40,Private
24,13,84,Private
58,15,40,Private
83,10,12,Local-gov
45,13,55,Private
47,13,40,Private
28,9,40,Private
29,11,40,Federal-gov
23,13,40,Private
31,11,30,Private
30,14,40,Local-gov
21,10,35,Private
24,7,39,Private
39,9,40,Self-emp-not-inc
30,15,50,Private
36,9,55,Private
61,15,50,Self-emp-not-inc
23,10,55,Private
34,10,99,Private
53,9,40,Private
23,7,30,Private
51,9,31,Private
29,9,40,Private
22,10,40,Private
19,10,40,Private
55,14,40,Federal-gov
48,9,37,Private
47,9,65,Private
32,9,56,Private
27,9,40,Self-emp-not-inc
41,9,45,Private
25,12,45,Private
27,9,60,Local-gov
31,9,35,Private
28,13,50,Private
23,9,53,Private
31,9,40,Private
21,9,35,Private
26,10,40,Private
45,10,35,Local-gov
30,9,40,Private
45,9,35,Private
27,9,40,Private
29,7,60,Self-emp-not-inc
31,10,40,Private
60,13,25,Private
26,10,40,Private
31,13,40,Local-gov
39,8,48,Private
52,9,40,Local-gov
50,9,40,Private
61,9,40,Private
37,10,40,State-gov
20,9,40,Private
42,10,55,Self-emp-not-inc
63,2,40,Federal-gov
38,15,60,Self-emp-not-inc
54,10,45,Self-emp-not-inc
35,10,40,Private
20,9,45,Private
58,6,40,Self-emp-not-inc
38,11,48,Private
27,9,50,Self-emp-inc
53,14,50,Private
31,13,40,Local-gov
32,14,45,Private
53,8,45,Private
36,10,45,Private
25,10,50,Private
30,10,40,Self-emp-not-inc
57,9,72,Self-emp-not-inc
40,12,65,Self-emp-inc
42,10,40,State-gov
55,9,36,Private
26,10,40,Private
43,13,50,Self-emp-not-inc
58,12,20,Self-emp-not-inc
30,9,45,Private
24,9,40,Private
60,9,50,Private
39,9,40,Private
40,9,40,Private
63,9,40,Self-emp-not-inc
38,13,40,Private
50,9,40,Self-emp-inc
31,9,30,State-gov
23,11,40,Private
36,6,40,Private
48,2,45,Private
25,10,40,Private
43,10,40,Private
36,10,40,Private
45,13,40,Private
75,9,40,Private
29,11,40,Private
27,9,40,Private
17,5,8,Private
46,10,89,Private
58,6,25,Self-emp-not-inc
34,14,40,State-gov
41,10,40,Private
19,9,40,Private
47,10,60,Private
46,10,38,Private
42,9,70,Self-emp-not-inc
51,9,45,Private
21,10,10,Private
50,9,37,Private
49,9,40,Self-emp-not-inc
21,10,40,Private
52,9,40,Private
32,10,40,Private
66,11,98,Self-emp-not-inc
36,13,32,Private
40,9,50,Private
30,11,30,Private
20,9,40,Private
22,10,35,State-gov
48,10,49,Self-emp-not-inc
22,9,38,Private
51,9,40,Self-emp-not-inc
36,9,30,Self-emp-not-inc
19,9,40,Private
22,9,40,Private
47,11,45,Self-emp-not-inc
34,10,35,Private
34,9,40,State-gov
24,13,20,Private
62,14,50,Private
25,3,40,Private
45,9,56,Private
42,11,40,Private
71,9,5,Self-emp-not-inc
39,9,80,Private
45,9,55,Self-emp-not-inc
36,14,50,Private
35,14,50,Private
39,9,60,Private
60,1,40,Self-emp-not-inc
32,9,40,Self-emp-not-inc
38,9,40,Private
27,10,40,Private
46,9,40,Private
53,9,40,Private
38,9,40,Self-emp-not-inc
40,9,40,Private
25,13,15,Private
27,9,40,Private
71,7,40,Self-emp-inc
28,13,40,Local-gov
58,9,40,Private
57,6,60,Private
35,9,52,Private
35,12,40,Private
55,11,40,Private
56,5,40,Self-emp-inc
44,9,40,Private
23,13,35,Private
41,11,40,Private
51,2,40,Private
46,13,32,Private
45,9,40,Federal-gov
35,11,35,Private
53,12,80,Federal-gov
33,3,40,Private
49,9,35,Private
37,13,45,Private
37,9,42,Private
57,9,20,Self-emp-not-inc
24,12,48,Private
32,9,60,Private
28,4,45,Private
33,12,45,Private
27,13,90,Private
32,9,55,Private
33,6,40,Private
51,10,56,Private
46,9,56,Local-gov
65,13,40,Private
67,14,40,Private
60,13,40,Private
30,9,48,Private
53,9,40,Private
34,12,50,Private
26,10,55,Private
39,12,40,Private
46,14,60,Private
22,6,40,Private
25,6,40,Private
53,9,50,Private
35,13,38,Private
56,9,20,Private
47,4,55,Self-emp-not-inc
47,9,44,Private
46,13,60,Self-emp-inc
34,13,40,Private
45,10,40,Private
22,13,50,Private
23,9,50,Private
33,13,60,Private
45,10,40,Private
26,9,40,Private
20,10,40,Private
32,10,40,Private
35,9,60,Self-emp-not-inc
27,9,32,Private
73,4,18,Private
61,13,30,Private
52,9,40,Local-gov
34,10,40,Self-emp-inc
35,10,60,Private
27,13,40,Local-gov
51,13,50,Private
47,10,60,Private
58,10,25,Private
31,10,20,Private
39,13,50,Self-emp-inc
18,10,50,Private
27,10,40,Private
21,12,15,Private
45,9,49,Private
26,10,40,Private
18,8,12,Private
27,12,40,Private
53,9,72,Self-emp-inc
47,6,40,Private
21,9,40,Private
32,9,40,Private
44,7,40,Private
62,13,50,Self-emp-inc
34,9,40,Private
64,15,60,Self-emp-not-inc
36,9,40,Private
53,13,65,Private
61,6,18,Self-emp-not-inc
25,9,40,Private
41,9,48,Self-emp-not-inc
28,9,20,Private
22,9,32,Private
34,10,40,State-gov
21,9,40,Private
52,9,45,Private
53,9,40,Private
90,12,45,Private
24,11,40,Private
51,9,40,Private
30,13,38,Private
47,10,40,Private
90,15,45,Self-emp-not-inc
44,9,40,Private
43,10,40,Local-gov
18,9,30,Private
60,12,40,Self-emp-not-inc
33,14,35,Private
48,10,60,Private
50,14,50,Private
37,13,40,Private
21,10,40,Private
46,13,60,Self-emp-inc
39,14,35,Private
26,11,28,Private
24,13,40,Self-emp-not-inc
35,10,50,Self-emp-not-inc
48,7,22,Private
41,9,40,Private
61,1,40,Self-emp-not-inc
33,5,40,Private
25,10,40,State-gov
23,10,40,Private
40,10,40,Private
38,10,40,Local-gov
32,6,25,Private
55,10,40,State-gov
22,10,30,Private
37,13,55,Private
44,13,40,Self-emp-not-inc
24,10,40,Private
49,11,40,Private
35,10,40,Local-gov
56,10,46,Self-emp-not-inc
62,13,40,Private
31,9,45,Private
21,10,30,Private
26,9,40,Private
53,15,40,Private
37,14,40,Private
18,7,15,Private
41,10,40,Self-emp-not-inc
52,9,40,State-gov
50,9,40,Private
22,10,20,Private
38,9,40,Private
36,13,40,Self-emp-not-inc
33,9,48,Private
40,9,55,Local-gov
61,10,40,Private
44,11,40,State-gov
41,9,55,Private
17,7,24,Private
42,10,52,Self-emp-not-inc
38,13,32,Private
34,14,43,Private
33,9,40,Private
41,9,40,Private
41,10,30,Self-emp-inc
53,13,42,Private
41,10,40,Private
24,9,40,Private
37,1,40,Private
45,9,40,Local-gov
62,9,60,Self-emp-not-inc
31,9,40,Private
55,9,40,Private
36,13,40,Federal-gov
22,13,50,Private
34,10,40,Private
27,13,40,Private
36,10,40,Private
38,9,48,Private
48,13,40,State-gov
50,9,45,Private
36,10,50,Private
45,9,45,Private
33,12,40,Private
32,9,36,Local-gov
47,9,40,Private
30,9,40,Private
40,14,50,Private
19,10,18,Private
23,9,40,Private
54,15,40,Private
34,10,40,Local-gov
47,10,45,Self-emp-inc
33,13,38,Private
39,10,55,Private
28,13,50,Private
63,9,60,Private
34,9,45,Private
53,9,40,Federal-gov
26,10,40,State-gov
57,14,60,Local-gov
45,14,45,Local-gov
41,10,50,Private
57,9,42,Private
53,10,60,Self-emp-not-inc
33,13,40,Private
47,9,36,Self-emp-not-inc
37,6,40,Private
26,9,30,Private
39,14,45,Private
48,13,40,Federal-gov
36,13,40,Self-emp-not-inc
30,9,30,Self-emp-not-inc
21,10,40,Private
55,10,40,Private
27,11,70,Self-emp-not-inc
35,10,37,Private
18,10,40,Private
18,6,40,Private
78,9,24,Self-emp-not-inc
23,13,50,Private
35,9,40,Private
24,10,40,Private
28,9,40,Private
33,10,40,Private
22,10,40,Private
80,9,15,Private
41,9,20,Private
27,14,40,Self-emp-not-inc
45,13,40,Private
52,13,48,Private
48,15,40,Local-gov
17,6,4,Private
60,8,40,Private
76,9,18,Private
22,10,30,Private
34,9,45,Private
39,4,40,Private
40,9,40,Private
52,15,40,Self-emp-inc
28,12,40,State-gov
26,10,40,Self-emp-inc
63,13,40,Self-emp-not-inc
41,10,50,Private
59,9,80,Self-emp-not-inc
31,12,40,Private
34,10,50,Self-emp-not-inc
40,5,40,Private
29,13,40,Private
42,9,40,Private
35,9,40,Private
55,9,35,Private
77,16,40,Private
59,10,20,Self-emp-inc
47,13,43,Private
56,9,40,Private
34,7,40,Private
61,9,40,State-gov
36,9,40,Private
61,9,40,Private
25,9,40,Self-emp-inc
35,9,40,Private
56,9,40,State-gov
30,13,40,State-gov
53,7,41,Local-gov
49,4,40,Private
33,9,99,Self-emp-inc
27,16,80,Private
48,10,40,Private
42,9,40,Private
27,12,50,Private
61,6,38,Private
36,9,40,Self-emp-not-inc
20,6,40,Private
22,5,32,Private
45,14,40,Federal-gov
26,14,40,Private
38,13,40,Private
34,9,40,Private
40,13,55,Self-emp-inc
30,14,40,Private
27,15,40,Private
24,9,25,Private
46,15,45,Self-emp-inc
42,14,45,Self-emp-not-inc
29,10,24,Local-gov
28,11,48,Private
44,14,54,Self-emp-not-inc
39,12,50,Private
42,13,40,Private
49,6,40,Private
37,9,45,Private
65,9,40,Private
23,10,35,Private
48,9,40,Local-gov
65,9,45,Local-gov
18,9,20,Private
53,5,40,Private
27,9,40,Private
46,2,40,Private
49,10,35,Private
27,13,40,State-gov
25,13,40,State-gov
49,10,40,Federal-gov
34,15,40,Private
72,14,12,Private
55,9,50,Self-emp-inc
21,9,40,Private
41,11,40,Private
30,9,40,Private
32,9,53,Private
55,9,40,Private
47,14,60,Local-gov
43,9,50,Private
51,10,40,Private
53,10,40,Self-emp-inc
19,9,35,Private
43,13,43,Private
48,16,45,State-gov
23,9,40,Private
53,10,45,Private
22,10,30,Private
34,14,45,Private
36,10,40,Local-gov
27,12,40,Private
76,13,13,Private
35,10,40,Private
49,9,72,Private
18,7,50,Self-emp-inc
68,9,15,Private
22,13,15,State-gov
37,4,44,Private
23,13,55,Private
41,9,40,Private
18,7,20,Private
36,9,40,Private
44,10,40,Private
26,9,40,Private
36,9,32,Private
49,10,40,Private
72,9,28,Private
22,12,12,Private
22,9,55,Private
23,13,40,Local-gov
46,3,40,Private
25,13,40,Private
42,10,40,Private
45,5,40,Self-emp-not-inc
28,13,55,Private
63,13,35,Self-emp-inc
21,4,36,Private
46,9,40,Private
21,11,40,Private
37,9,70,Private
17,7,20,Private
47,13,50,Private
51,9,40,Private
64,14,40,Local-gov
30,9,40,Private
27,9,20,Private
21,9,40,Private
50,9,45,Private
43,10,20,Local-gov
39,13,40,Private
20,10,30,Private
42,9,24,Private
25,10,30,Private
48,10,40,Private
17,6,5,Private
26,13,60,Self-emp-not-inc
58,14,46,Private
34,5,40,Private
29,9,40,Private
19,10,20,Private
41,13,40,Private
17,7,30,Local-gov
24,9,40,Private
39,16,55,Self-emp-not-inc
72,3,40,Self-emp-not-inc
52,9,40,State-gov
30,12,53,Private
22,10,35,Private
27,10,45,Private
43,9,40,Private
45,12,40,Private
59,9,60,Private
55,11,42,Self-emp-not-inc
51,10,35,Local-gov
41,12,45,Private
24,9,42,Private
54,10,60,Self-emp-not-inc
38,10,40,Private
38,13,21,State-gov
41,14,50,Private
34,9,50,Private
59,9,40,Private
33,11,40,Private
25,9,40,Private
30,1,28,Private
41,9,40,Local-gov
49,9,60,Self-emp-not-inc
22,9,48,Local-gov
39,10,15,Private
56,11,40,Private
37,9,40,Private
18,10,15,Local-gov
29,3,40,Private
41,9,40,Private
43,11,40,Local-gov
34,9,40,Private
29,10,50,Private
49,9,40,Private
31,10,25,Private
35,13,50,Federal-gov
36,9,40,Private
67,14,41,Private
36,16,40,Private
26,9,40,Private
51,12,40,Local-gov
45,10,30,Private
37,9,40,Private
49,11,9,Federal-gov
29,13,40,Private
56,9,40,Private
42,13,40,Federal-gov
47,14,40,Private
35,10,40,Private
33,13,40,Self-emp-not-inc
26,13,40,Self-emp-inc
19,10,35,Private
61,3,40,Private
31,7,40,Private
21,10,40,Private
19,1,50,Private
35,9,55,Private
29,9,35,Private
28,11,60,Private
24,10,45,Private
24,10,12,Private
46,12,40,Local-gov
24,9,45,Private
24,14,60,Private
36,13,40,State-gov
22,10,55,Private
68,9,33,Local-gov
33,9,45,Private
28,9,42,Private
46,9,38,State-gov
30,13,50,Private
50,13,20,Private
69,9,20,Self-emp-not-inc
33,11,40,Private
22,9,40,Private
39,10,40,Federal-gov
39,10,25,Private
29,10,50,Self-emp-not-inc
23,3,35,Private
25,5,40,Private
61,7,27,Private
50,11,50,Private
61,14,50,Private
54,13,70,Self-emp-inc
41,14,50,Local-gov
38,10,40,Private
38,9,60,Private
24,13,45,Self-emp-inc
23,9,40,Private
49,10,40,Private
40,9,40,Private
36,9,40,Private
49,9,40,Local-gov
34,10,40,Private
38,9,40,Private
35,9,45,Private
28,10,40,Private
36,9,40,Private
33,9,40,Private
46,13,40,Local-gov
51,9,45,Private
26,14,40,Local-gov
27,9,40,Self-emp-not-inc
26,14,48,Private
38,9,40,Private
64,4,40,Private
35,10,45,Private
27,10,40,Federal-gov
24,9,65,Private
38,4,78,Private
32,9,40,Private
37,12,60,Local-gov
37,9,40,Private
28,9,40,Private
35,16,55,State-gov
37,9,40,Private
47,13,40,Self-emp-not-inc
20,10,50,Private
31,14,60,Self-emp-not-inc
18,7,30,Private
23,6,20,Private
53,9,40,Private
36,9,40,Private
75,9,25,Private
54,9,56,Self-emp-not-inc
25,11,40,Private
47,9,48,Self-emp-not-inc
52,9,40,Private
38,15,50,Local-gov
45,15,60,Self-emp-not-inc
28,13,20,Private
19,9,20,Private
41,15,46,Private
18,7,16,Private
42,9,40,Private
30,9,40,Private
48,9,40,Private
51,9,40,Private
45,9,30,Private
24,14,40,Private
65,9,40,Private
61,9,60,Private
21,10,40,Private
41,10,30,Self-emp-not-inc
35,13,45,Local-gov
49,9,40,Private
26,9,20,Private
22,9,20,Local-gov
49,9,48,Private
36,11,40,Private
18,10,40,Self-emp-not-inc
17,7,20,Private
32,10,20,State-gov
43,9,44,Private
29,9,40,Private
46,14,50,Private
31,9,40,Private
24,9,40,Private
32,9,38,Private
25,9,40,Private
28,9,40,Private
51,14,35,Private
28,10,43,Private
33,9,32,Private
46,12,50,Private
45,13,50,Self-emp-not-inc
28,10,44,Private
41,9,40,Private
48,10,40,Private
31,9,35,Private
17,7,40,Private
37,10,50,Private
51,10,40,Local-gov
51,14,40,Private
57,14,40,Local-gov
29,11,40,Private
28,9,20,Private
26,13,7,State-gov
33,14,45,Private
42,13,38,Private
30,13,50,Private
45,10,45,Private
20,9,28,Private
36,9,40,Private
64,13,40,State-gov
29,9,48,Private
18,7,20,Private
45,9,60,Private
31,9,30,Private
66,6,25,Self-emp-not-inc
49,9,40,Private
45,11,40,Private
22,10,20,Private
22,9,48,Private
46,9,40,Private
62,12,40,Private
41,14,40,State-gov
46,9,40,Self-emp-not-inc
41,9,40,Private
61,10,40,Self-emp-not-inc
64,14,45,Private
18,9,40,Private
34,9,40,Private
36,10,40,Private
80,9,20,Private
24,5,40,Federal-gov
20,9,35,Private
64,10,35,Private
21,9,70,Private
52,9,60,Private
31,6,40,Private
66,8,20,Self-emp-inc
50,9,40,Federal-gov
62,10,40,Private
49,4,50,Private
33,9,40,Private
38,9,40,Local-gov
20,10,30,Private
31,9,55,Local-gov
41,10,45,Self-emp-not-inc
22,9,50,Self-emp-not-inc
41,9,42,Private
39,13,40,Private
63,9,40,Private
25,9,47,Private
58,9,40,Private
26,13,20,Private
38,10,52,Private
35,10,40,Private
43,13,50,Self-emp-not-inc
47,16,45,State-gov
33,4,40,Private
21,3,32,Private
22,9,40,Private
25,13,45,Private
59,13,37,Private
42,9,40,Private
33,10,40,Private
25,13,35,Private
27,10,40,Private
36,14,60,Self-emp-not-inc
40,12,40,Private
27,13,40,Private
36,9,50,Private
36,7,40,Private
44,13,40,Private
48,9,25,Local-gov
43,9,40,Private
43,3,40,Private
41,13,50,Private
29,9,30,Self-emp-not-inc
31,9,30,Private
54,5,40,Private
36,12,36,Private
37,9,40,Private
27,9,40,Private
52,15,50,Federal-gov
40,10,70,Private
24,9,40,Private
49,5,45,Private
22,10,30,Private
28,9,45,Private
61,9,34,Private
59,9,40,Private
31,10,40,Private
35,9,52,Private
37,10,40,Private
42,13,45,Private
21,10,40,Private
40,9,40,Private
23,10,10,Private
37,14,50,Federal-gov
38,9,40,Private
36,9,40,Private
48,9,40,Private
42,10,40,Private
30,9,35,Private
37,11,39,Private
29,14,55,Private
47,13,45,Self-emp-inc
47,9,42,Self-emp-not-inc
33,9,48,Local-gov
24,12,50,Private
43,13,50,Private
25,12,40,Private
27,9,40,Private
50,15,60,Private
32,7,40,Private
30,9,40,Private
41,10,99,Private
47,13,45,Private
34,15,47,State-gov
47,13,60,Federal-gov
31,6,99,Private
45,10,25,Local-gov
40,10,38,Private
31,14,60,Private
32,9,50,Private
40,10,40,Private
37,3,60,Private
31,15,50,Private
31,8,40,Private
61,9,40,Private
47,9,50,Private
55,9,60,Self-emp-inc
35,7,40,Private
31,9,40,Private
36,11,50,Private
58,16,32,Self-emp-not-inc
33,13,50,Self-emp-not-inc
33,13,45,Private
30,8,44,Private
45,10,60,State-gov
51,13,35,Private
44,3,40,Private
54,14,40,Local-gov
42,13,50,Private
19,9,35,Private
31,10,40,Private
34,13,20,Private
27,9,50,Self-emp-not-inc
44,13,40,Self-emp-inc
35,11,42,Private
46,10,40,State-gov
30,10,40,Self-emp-not-inc
63,10,40,Self-emp-not-inc
37,13,40,Private
58,3,70,Private
48,13,70,Private
30,6,50,Private
45,9,40,Private
63,13,50,Self-emp-not-inc
53,15,40,Private
42,9,40,Private
31,13,40,Local-gov
32,14,40,Local-gov
60,9,40,Private
37,13,20,State-gov
34,9,32,Private
40,13,35,Local-gov
19,10,40,Private
21,10,40,Private
36,9,40,Private
46,13,40,Private
51,10,55,Self-emp-inc
27,9,40,Private
50,10,56,Local-gov
31,10,40,Private
34,9,40,Private
32,8,40,Private
41,10,12,State-gov
54,9,40,Private
34,13,41,Private
28,13,50,Private
17,7,13,Private
22,7,40,Private
47,3,40,Private
34,9,35,Private
45,11,60,Self-emp-not-inc
58,9,40,Federal-gov
45,10,40,Private
32,9,40,Private
34,10,63,Private
34,10,66,Private
49,9,40,Private
18,6,40,Local-gov
41,9,45,Private
30,9,40,Private
17,7,20,Private
35,9,50,Private
44,13,36,Local-gov
28,13,40,Local-gov
42,10,40,Local-gov
45,10,45,Private
40,9,40,Private
20,10,20,Private
27,10,40,Private
59,8,48,Private
18,10,20,Private
27,9,35,Self-emp-not-inc
47,9,70,Private
67,13,24,Private
33,5,44,State-gov
63,10,30,Private
40,14,40,Private
30,15,40,Private
28,10,40,Private
28,4,40,Private
49,12,35,Self-emp-not-inc
20,10,25,Self-emp-not-inc
49,10,41,Federal-gov
18,7,40,Private
28,9,40,Private
45,9,37,Federal-gov
57,5,38,Private
35,13,65,Private
66,9,16,Private
47,13,35,Local-gov
57,9,40,Private
25,9,48,Private
35,10,40,Private
23,13,40,Local-gov
29,10,40,Private
18,10,40,Private
23,10,40,Private
22,11,37,Private
30,9,40,Private
26,12,40,Private
52,9,40,Private
30,9,38,Private
36,9,30,Private
26,13,10,Private
22,10,24,Private
47,9,45,Private
65,9,50,Private
50,13,40,Private
50,10,40,Local-gov
29,9,50,Private
58,9,20,Self-emp-not-inc
56,9,45,Self-emp-not-inc
22,9,60,Private
34,9,80,Self-emp-not-inc
45,13,40,Self-emp-inc
30,9,40,Private
40,10,45,Private
52,9,20,Local-gov
44,13,45,Private
44,9,20,Private
27,13,60,Private
24,9,44,Private
28,13,45,Private
49,13,40,Private
36,10,40,Private
17,6,40,Local-gov
51,9,60,Self-emp-not-inc
72,14,30,Self-emp-not-inc
59,9,40,Private
32,13,40,Private
21,9,50,Private
29,9,40,Local-gov
29,7,44,Private
59,9,40,Local-gov
23,10,55,Private
67,13,12,State-gov
26,9,38,Private
35,10,40,Private
41,10,40,Private
31,13,40,Private
29,13,40,Private
23,13,40,Private
31,10,50,Private
22,13,30,Private
67,13,8,Private
46,13,40,Private
35,13,40,Private
32,12,40,Local-gov
44,9,33,Self-emp-inc
24,13,40,Private
46,13,40,Local-gov
52,13,44,Private
24,9,40,Private
31,9,35,Private
59,9,40,Private
35,9,40,Private
33,5,40,State-gov
34,13,46,Private
76,5,40,Self-emp-not-inc
33,12,40,Private
47,9,40,Private
65,10,20,Federal-gov
65,13,40,Self-emp-inc
45,5,40,Private
22,6,40,Private
36,10,50,Self-emp-not-inc
64,9,70,Self-emp-not-inc
47,15,50,Private
25,12,40,Private
44,13,40,Federal-gov
66,10,50,Self-emp-inc
33,9,50,Self-emp-inc
64,6,40,Private
17,8,35,Private
26,9,40,Private
43,9,20,Private
40,6,40,Private
43,15,50,Private
24,13,40,Private
68,9,15,Local-gov
21,6,44,Private
36,6,40,Private
48,13,48,Private
32,9,40,Private
75,10,50,Self-emp-inc
25,13,40,Private
42,9,40,Private
17,7,20,Local-gov
32,13,50,Private
34,9,40,Private
54,4,40,Private
24,8,40,Private
46,12,50,Private
56,13,40,Local-gov
39,9,30,Private
46,13,40,Federal-gov
35,9,60,Federal-gov
39,10,47,Private
25,9,35,Private
18,7,30,Private
50,9,40,Private
43,12,40,Private
38,9,32,Private
26,10,40,Private
48,14,40,Private
42,9,40,Private
22,6,30,Private
20,10,50,Private
27,13,50,Private
31,4,40,Private
54,9,40,Private
38,12,40,Private
51,9,40,Private
54,10,40,Self-emp-not-inc
54,9,80,Private
64,9,39,Private
52,9,50,Private
34,11,50,Self-emp-not-inc
39,8,50,Self-emp-not-inc
51,9,40,Private
48,10,40,Private
42,13,65,Self-emp-not-inc
38,9,55,Self-emp-inc
40,13,40,Private
37,12,45,State-gov
60,10,12,Self-emp-not-inc
60,9,65,Self-emp-not-inc
59,9,40,Federal-gov
30,11,41,Private
47,9,40,State-gov
42,13,40,Private
32,7,60,Private
23,9,40,Private
27,9,40,Private
55,9,38,Private
39,11,50,Private
33,13,50,Private
30,10,45,Private
81,9,20,Private
41,11,40,Private
38,7,40,Private
54,13,40,Private
38,9,41,Private
22,9,35,Federal-gov
44,10,55,Private
36,10,38,State-gov
32,16,35,Self-emp-not-inc
22,10,40,Private
45,13,40,Private
32,7,80,Self-emp-not-inc
30,9,40,Private
34,10,32,Private
36,14,40,Private
21,9,40,Private
40,14,60,Self-emp-not-inc
42,9,35,Private
52,14,50,Private
50,11,38,Private
48,13,40,Private
63,11,40,Private
27,9,30,Private
31,7,40,Private
45,10,60,Private
35,11,52,Private
54,10,40,Private
51,9,40,Private
71,3,40,Private
50,10,40,Private
36,9,45,Private
38,10,50,Private
29,13,50,Private
59,4,40,Self-emp-not-inc
27,9,40,Private
42,9,40,Private
31,13,40,State-gov
44,10,40,Federal-gov
47,14,45,Private
23,10,15,Private
24,9,35,Private
46,16,55,Private
35,10,40,Local-gov
36,10,42,Private
37,11,50,Private
20,10,10,Private
59,13,37,Private
17,7,15,Private
36,9,40,Private
57,9,40,Private
28,9,40,Private
43,10,50,Self-emp-not-inc
50,9,40,Federal-gov
69,9,30,Self-emp-not-inc
57,3,40,Private
49,9,40,Private
48,10,45,Private
61,2,60,Private
51,4,40,Private
41,11,40,Private
40,13,38,Private
36,13,40,Private
17,8,20,Private
50,15,25,Private
24,11,40,Private
29,9,40,Federal-gov
20,10,25,Private
36,10,50,Private
35,13,37,Self-emp-not-inc
34,9,40,Private
18,7,20,Private
40,10,40,Self-emp-not-inc
51,9,40,Private
29,14,50,Private
24,9,40,Private
50,12,50,Self-emp-not-inc
38,11,50,Private
28,13,45,Private
57,9,40,Private
49,10,40,Self-emp-not-inc
46,10,45,Private
47,16,50,Self-emp-inc
22,6,35,Private
37,6,40,Self-emp-not-inc
39,9,35,Private
24,13,20,Local-gov
31,9,30,Private
20,10,37,Private
36,10,40,Private
29,11,40,Private
42,14,55,Private
67,11,18,Local-gov
47,14,40,Private
35,13,60,Private
42,13,35,Private
32,10,40,Private
44,9,40,Private
42,10,40,State-gov
17,7,12,Private
50,9,40,Private
46,13,23,Self-emp-not-inc
39,9,60,Private
25,9,40,Private
19,10,20,Local-gov
46,7,40,Private
37,13,40,Local-gov
24,9,40,Private
45,13,40,Private
90,14,99,Federal-gov
45,13,40,Local-gov
41,10,72,Local-gov
29,9,35,Private
53,9,40,Private
45,13,60,Self-emp-inc
38,12,21,Private
43,12,44,Private
53,13,40,Local-gov
22,10,50,Private
44,11,50,Private
40,13,60,Private
67,10,40,Private
58,14,35,Private
23,13,38,Private
31,11,40,Federal-gov
28,9,70,Self-emp-inc
52,7,40,Self-emp-not-inc
23,9,40,Private
21,9,40,Private
28,13,57,Private
43,14,35,State-gov
36,13,30,Self-emp-not-inc
27,13,40,Private
56,9,40,Private
31,9,40,Private
39,14,40,State-gov
22,10,40,Local-gov
37,13,39,Private
29,9,40,Private
58,9,40,Private
43,9,40,Federal-gov
21,10,30,Private
34,13,50,Private
56,9,40,Private
43,9,80,Private
44,10,45,Self-emp-not-inc
45,12,40,State-gov
33,9,40,Private
40,9,40,State-gov
66,10,20,Local-gov
27,4,30,Private
65,2,35,Private
20,9,32,Private
18,7,20,Private
45,13,38,Private
55,9,60,Self-emp-inc
43,9,40,Private
21,10,35,Private
28,9,40,Private
23,12,40,Private
28,13,40,Private
21,9,43,Private
23,9,40,Private
63,9,40,Private
60,10,40,Federal-gov
32,10,40,Private
33,9,40,Private
30,8,40,Private
68,9,25,Self-emp-not-inc
53,12,45,Local-gov
36,10,40,Private
23,13,50,Private
26,9,40,Private
42,13,38,State-gov
20,9,40,Private
53,9,45,Private
36,9,40,Private
47,10,40,Private
35,12,40,Private
32,13,40,Private
41,15,45,Self-emp-not-inc
22,9,48,Private
28,9,40,Private
42,9,40,Private
51,10,50,Self-emp-not-inc
33,13,45,Private
22,10,45,Private
60,9,33,Private
50,14,60,Self-emp-not-inc
58,9,16,Private
22,10,60,Private
47,14,45,State-gov
28,13,50,Private
38,16,60,Self-emp-inc
67,13,30,State-gov
76,13,40,Self-emp-inc
41,14,55,Local-gov
57,14,50,Self-emp-inc
22,10,40,Private
38,13,45,Local-gov
30,12,40,Private
30,13,40,Self-emp-inc
27,9,40,Private
22,9,20,Private
40,7,20,Self-emp-inc
73,13,12,Private
23,13,6,Private
51,13,60,Private
29,9,40,Private
46,14,40,Private
29,9,16,Self-emp-inc
34,13,35,Private
38,14,48,Self-emp-not-inc
62,16,50,Private
30,9,50,State-gov
20,10,40,Private
40,7,36,Private
37,9,35,Local-gov
56,4,40,Private
63,10,50,Private
25,9,40,Private
40,9,40,Self-emp-not-inc
53,6,40,Private
23,13,40,Private
32,6,40,Private
33,10,40,Private
50,9,40,Local-gov
37,10,40,Private
29,13,15,Private
28,10,40,Private
46,10,40,Private
42,9,40,Private
21,5,30,Self-emp-not-inc
24,12,30,Private
53,5,50,Private
54,9,45,Private
36,11,40,Private
52,9,40,Self-emp-not-inc
71,9,25,Private
36,9,40,Private
52,4,40,Private
38,9,48,Private
56,13,40,Private
52,9,40,Private
55,10,40,Private
31,13,45,Private
51,9,65,Self-emp-inc
23,13,50,Private
40,12,40,Private
20,10,28,Private
36,10,40,Private
22,13,35,Private
49,13,55,Self-emp-inc
35,13,55,Private
31,13,40,Self-emp-inc
43,9,20,Private
48,10,70,Private
53,9,40,Private
26,9,40,Private
